budget,genres,id,keywords,original_language,popularity,production_companies,production_countries,revenue,runtime,status,title,vote_average,vote_count,cast,year,director,producer
3000000,Drama | Romance,11257,Drama | Romance,en,7.961559,Goldcrest Films International | National Film Finance Corporation (NFFC) | Curzon Film Distributors,United Kingdom,20966644,117.0,Released,A Room with a View,6.9,156,Maggie Smith | Helena Bonham Carter,1985,James Ivory,Ismail Merchant
3000000,Horror | Thriller | Mystery,82507,Horror | Thriller | Mystery,en,41.045084,Alliance Films | Blumhouse Productions | IM Global | Automatik Entertainment | Possessed Pictures,United States of America,77712439,110.0,Released,Sinister,6.7,1573,Ethan Hawke | Juliet Rylance,2012,Scott Derrickson,Scott Derrickson
3000000,Comedy,20337,Comedy,en,0.295226,Unknown,United States of America,19184015,113.0,Released,Martin Lawrence Live: Runteldat,5.0,1,Martin Lawrence,2002,Martin Lawrence,Martin Lawrence
3000000,Drama | Romance,261,Drama | Romance,en,16.553594,Avon Production | Metro-Goldwyn-Mayer (MGM),United States of America,17570324,108.0,Released,Cat on a Hot Tin Roof,7.6,165,Elizabeth Taylor | Paul Newman,1958,Richard Brooks,Lawrence Weingarten
3000000,Adventure | Science Fiction | Mystery,1685,Adventure | Science Fiction | Mystery,en,24.393296,Twentieth Century Fox Film Corporation | APJAC Productions,United States of America,18999718,95.0,Released,Beneath the Planet of the Apes,6.2,361,James Franciscus | Kim Hunter,1970,Ted Post,Arthur P. Jacobs
3000000,Comedy | Family | Drama,20737,Comedy | Family | Drama,en,11.241802,Walt Disney Pictures,Canada | United States of America,23144499,98.0,Released,Air Bud,5.3,106,Kevin Zegers | Wendy Makkena,1997,Charles Martin Smith,
16000000,Adventure | Fantasy | Animation | Action | Family,10991,Adventure | Fantasy | Animation | Action | Family,ja,9.18885,TV Tokyo | 4 Kids Entertainment | Nintendo | Pikachu Project | Oriental Light and Magic (OLM) | Kids' WB | Pikachu Project 2001 | Shoakuken,Japan,68411275,93.0,Released,Pokémon: Spell of the Unknown,5.9,137,Veronica Taylor | Rachael Lillis,2000,Michael Haigney,
3000000,Horror | Mystery | Thriller,10225,Horror | Mystery | Thriller,en,11.158167,Paramount Pictures,United States of America,19472057,86.0,Released,Friday the 13th Part VI: Jason Lives,5.7,216,Thom Mathews | Jennifer Cooke,1986,Tom McLoughlin,
3000000,Comedy | Family | Science Fiction,34086,Comedy | Family | Science Fiction,en,1.586598,Touchstone Pictures | Silver Screen Partners IV,United States of America,15369573,100.0,Released,Spaced Invaders,4.7,25,Ariana Richards | Douglas Barr,1990,Patrick Read Johnson,
2000000,Comedy | Crime | Thriller,5854,Comedy | Crime | Thriller,en,3.832858,Universal Pictures,United States of America,7900000,121.0,Released,Family Plot,6.7,86,Barbara Harris | Bruce Dern,1976,Alfred Hitchcock,Alfred Hitchcock
3000000,Comedy | Drama | Romance,284,Comedy | Drama | Romance,en,22.889294,United Artists | The Mirisch Company,United States of America,25000000,125.0,Released,The Apartment,8.1,483,Jack Lemmon | Shirley MacLaine,1960,Billy Wilder,Billy Wilder
3000000,Fantasy | Horror | Thriller,10285,Fantasy | Horror | Thriller,en,10.341982,New Line Cinema | Sean S. Cunningham Films,United States of America,15938065,87.0,Released,Jason Goes to Hell: The Final Friday,4.2,193,Kane Hodder | John D. LeMay,1993,Adam Marcus,Sean S. Cunningham
3000000,Mystery | Thriller,5780,Mystery | Thriller,en,7.924982,Universal Pictures,United States of America,13000000,128.0,Released,Torn Curtain,6.4,120,Paul Newman | Julie Andrews,1966,Alfred Hitchcock,Alfred Hitchcock
3000000,Comedy | Documentary | Music,292,Comedy | Documentary | Music,en,1.697846,Yari Film Group,United States of America,11718595,100.0,Released,Dave Chappelle's Block Party,6.4,28,Dave Chappelle | Erykah Badu,2005,Michel Gondry,Michel Gondry
0,Romance | Thriller | Western,223485,Romance | Thriller | Western,en,14.936661,The New Zealand Film Commission | Film4 | See Saw Films | A24 | DMC Films,New Zealand | United Kingdom,229094,84.0,Released,Slow West,6.6,367,Michael Fassbender | Kodi Smit-McPhee,2015,John Maclean,Michael Fassbender
3000000,Drama | Music | Romance,29463,Drama | Music | Romance,en,0.720091,Warner Bros. | Visual Eyes Productions | Film Development Fund | Crystalite Productions,United States of America,0,97.0,Released,Krush Groove,7.0,11,Blair Underwood | Joseph Simmons,1985,Michael Schultz,
0,Action | Comedy | Crime,18065,Action | Comedy | Crime,en,2.747402,Melee Entertainment | Next Day Air Productions | Secret Society Films,United States of America,0,84.0,Released,Next Day Air,5.3,36,Donald Faison | Mike Epps,2009,Benny Boom,Shaun Livingston
3000000,Drama,22013,Drama,en,6.734965,United Artists,United States of America,10400000,146.0,Released,Elmer Gantry,7.3,41,Burt Lancaster | Jean Simmons,1960,Richard Brooks,Bernard Smith
0,Comedy | Romance,53862,Comedy | Romance,en,0.185373,Beacon Communications,United States of America,9016377,94.0,Released,Trippin',4.5,4,Deon Richmond | Donald Faison,1999,David Raynr,
3000000,Western,3089,Western,en,5.344815,United Artists | Monterey Productions | Charles K. Feldman Group,United States of America,9012000,133.0,Released,Red River,7.3,82,John Wayne | Montgomery Clift,1948,Howard Hawks,Howard Hawks
3000000,Romance | Drama,132344,Romance | Drama,en,23.299907,Castle Rock Entertainment | Detour Filmproduction | Faliro House Productions | Venture Forth,Greece | United States of America,11176469,108.0,Released,Before Midnight,7.4,568,Ethan Hawke | Julie Delpy,2013,Richard Linklater,Richard Linklater
0,Comedy | Fantasy | Family,15582,Comedy | Fantasy | Family,en,4.103764,Atlantic Entertainment Group,United States of America,0,95.0,Released,Teen Wolf Too,3.8,46,Jason Bateman | Kim Darby,1987,Christopher Leitch,Thomas Coleman
3000000,Action | Horror | Science Fiction | Thriller,15158,Action | Horror | Science Fiction | Thriller,en,5.003615,Universal Pictures | Spacegate Productions | Starway International Inc.,United States of America,7282851,97.0,Released,Phantasm II,6.3,94,James Le Gros | Reggie Bannister,1988,Don Coscarelli,Roberto A. Quezada
3000000,Drama,44634,Drama,en,0.019984,Unknown,United States of America,6804016,94.0,Released,Woman Thou Art Loosed,5.0,3,Kimberly Elise | Loretta Devine,2004,Michael Schultz,
0,Comedy | Drama,30309,Comedy | Drama,en,1.026243,Unknown,Unknown,0,86.0,Released,Real Women Have Curves,5.8,19,America Ferrera | Lupe Ontiveros,2002,Patricia Cardoso,
0,Drama | Foreign | Romance,7509,Drama | Foreign | Romance,en,2.787375,David Hamilton Productions | Echo Lake Productions | Flagship International | Noble Nomad Pictures,Canada,10422387,115.0,Released,Water,6.8,34,Lisa Ray | Sarala,2005,Deepa Mehta,
3800000,Comedy,10557,Comedy,en,3.667372,BBC | Assassin Films | Film4,United Kingdom,28200000,97.0,Released,East Is East,6.5,59,Om Puri | Linda Bassett,1999,Damien O'Donnell,Leslee Udwin
3000000,Drama | History | Romance,28005,Drama | History | Romance,en,3.937939,Mirabai Films | NDF International,United Kingdom | India | United States of America | Japan | Germany,4109095,117.0,Released,Kama Sutra - A Tale of Love,5.7,35,Indira Varma | Sarita Choudhury,1996,Mira Nair,
3000000,Comedy | Drama,40247,Comedy | Drama,en,5.325156,Sony Pictures Classics | Likely Story | Feelin' Guilty,United States of America,0,90.0,Released,Please Give,6.0,57,Rebecca Hall | Catherine Keener,2010,Nicole Holofcener,Anthony Bregman
3000000,Family | Fantasy,252,Family | Fantasy,en,23.981601,Paramount Pictures | David L. Wolper Productions,United States of America,4000000,100.0,Released,Willy Wonka & the Chocolate Factory,7.4,798,Gene Wilder | Jack Albertson,1971,Mel Stuart,Stan Margulies
0,Fantasy | Horror | Science Fiction,24126,Fantasy | Horror | Science Fiction,en,3.107149,Tapestry Films | Trimark Pictures,United States of America,0,98.0,Released,Warlock: The Armageddon,5.2,38,Julian Sands | Chris Young,1993,Anthony Hickox,
0,Comedy | Crime,13982,Comedy | Crime,en,5.016607,Orion Pictures | Brad Krevoy & Steve Stabler production,United Kingdom | United States of America,0,95.0,Released,8 Heads in a Duffel Bag,5.4,39,Joe Pesci | Kristy Swanson,1997,Tom Schulman,
0,Drama | Romance,16642,Drama | Romance,en,13.857194,Paramount Pictures,United States of America,0,94.0,Released,Days of Heaven,7.6,234,Richard Gere | Brooke Adams,1978,Terrence Malick,Bert Schneider
0,Drama,17734,Drama,en,6.997495,Unknown,United States of America,0,104.0,Released,Thirteen Conversations About One Thing,6.4,25,John Turturro | Clea DuVall,2001,Jill Sprecher,
3000000,Comedy,18892,Comedy,en,4.337685,TriStar Pictures | Crossroads Films | Kramer-Tornell Productions,United States of America,3076820,87.0,Released,Jawbreaker,5.9,90,Rose McGowan | Julie Benz,1999,Darren Stein,Lisa Tornell
2962051,Drama | History,549,Drama | History,en,3.636634,Miramax | Eleventh Street Production | Jon Kilik,United States of America,3011195,108.0,Released,Basquiat,6.6,94,Jeffrey Wright | David Bowie,1996,Julian Schnabel,Jon Kilik
0,Comedy | Drama,121986,Comedy | Drama,en,15.492257,Scott Rudin Productions | RT Features | Pine District Pictures,Brazil | United States of America,4069826,86.0,Released,Frances Ha,7.2,345,Greta Gerwig | Mickey Sumner,2013,Noah Baumbach,Scott Rudin
3000000,Crime | Drama,868,Crime | Drama,af,2.504169,Movieworld Productions | Industrial Development Corporation of South Africa | UK Film & TV Production Company | National Film & Video Foundation of South Africa,South Africa,9879971,94.0,Released,Tsotsi,6.9,94,Presley Chweneyagae | Jerry Mofokeng,2005,Gavin Hood,Peter Fudakowski
3000000,Comedy | Drama,10683,Comedy | Drama,en,10.757539,Killer Films | Good Machine,United States of America,2807390,139.0,Released,Happiness,7.4,194,Jane Adams | Jon Lovitz,1998,Todd Solondz,James Schamus
0,Comedy | Documentary,17995,Comedy | Documentary,en,1.580027,Brad Grey Pictures,United States of America,0,89.0,Released,DysFunktional Family,6.1,4,Eddie Griffin | Joe Howard,2003,George Gallo,David Permut
2800000,Comedy | Horror,246403,Comedy | Horror,en,15.754614,Phase 4 Films | Demarest Films | SModcast Pictures | A24,United States of America,1826705,102.0,Released,Tusk,5.1,366,Michael Parks | Justin Long,2014,Kevin Smith,Jennifer Schwalbach Smith
0,Action | Drama | Family | Thriller,35691,Action | Drama | Family | Thriller,en,3.644872,Mercy Creek Entretainment,United States of America,0,110.0,Released,Letters to God,6.5,37,Robyn Lively | Jeffrey Johnson,2010,David Nixon,
3000000,Action | Comedy | Thriller,49010,Action | Comedy | Thriller,en,16.900433,Rhombus Media | Yer Dead Productions | Telefilm Canada | Whizbang Films,United States of America | Canada,748453,86.0,Released,Hobo with a Shotgun,5.7,211,Rutger Hauer | Gregory Smith,2011,Jason Eisener,Niv Fichman
3000000,Action | Comedy,317930,Action | Comedy,es,1.569246,Unknown,Unknown,0,101.0,Released,Compadres,5.2,17,Omar Chaparro | Joey Morgan,2016,Enrique Begné,
3000000,Comedy | Drama | Thriller,11229,Comedy | Drama | Thriller,en,4.682881,The Kushner-Locke Company | August Entertainment | Multicom entertainment,United States of America,0,110.0,Released,Freeway,6.5,95,Kiefer Sutherland | Reese Witherspoon,1996,Matthew Bright,Oliver Stone
0,TV Movie | Action | Drama | Family,22488,TV Movie | Action | Drama | Family,en,1.128559,Unknown,United States of America,0,87.0,Released,Love's Abiding Joy,5.8,12,Erin Cottrell | Logan Bartholomew,2006,Michael Landon Jr.,
3000000,Drama,24469,Drama,en,12.68672,BBC Films | Kasander Film Company | ContentFilm | UK Film Council,United Kingdom | Netherlands,2357852,123.0,Released,Fish Tank,6.9,250,Katie Jarvis | Michael Fassbender,2009,Andrea Arnold,David M. Thompson
0,Comedy | Romance,82533,Comedy | Romance,en,3.750338,Westerly Films,United States of America,0,99.0,Released,Damsels in Distress,5.6,67,Greta Gerwig | Carrie MacLemore,2012,Whit Stillman,
3000000,Comedy | Romance,84174,Comedy | Romance,en,20.95282,Gary Sanchez Productions | BCDF Pictures,United States of America,11947954,87.0,Released,Bachelorette,5.3,444,Kirsten Dunst | Isla Fisher,2012,Leslye Headland,Will Ferrell
0,Comedy,79940,Comedy,en,1.75311,2929 Productions | Gary Sanchez Productions | Funny or Die,United States of America,0,94.0,Released,Tim and Eric's Billion Dollar Movie,5.2,34,Eric Wareheim | Tim Heidecker,2012,Tim Heidecker,Todd Wagner
2700000,Comedy | Drama,342,Comedy | Drama,de,3.120747,Claussen + Wöbke Filmproduktion GmbH,Germany,0,98.0,Released,Summer Storm,6.7,59,Robert Stadlober | Kostja Ullmann,2004,Marco Kreuzpaintner,Jakob Claussen
0,Horror | Thriller,38033,Horror | Thriller,en,2.504156,Tiger Tail Entertainment | Deon Taylor Enterprises,United States of America,0,96.0,Released,Chain Letter,3.9,37,Nikki Reed | Keith David,2010,Deon Taylor,Michael J. Pagan
3000000,Drama | Comedy,100975,Drama | Comedy,en,0.431332,Sweetland Films | Camellia Productions,United States of America,0,97.0,Released,Just Looking,5.8,5,Gretchen Mol | Patti LuPone,1999,Jason Alexander,
3000000,Science Fiction,38541,Science Fiction,en,11.882563,Instinctive Film | Manitoba Film and Video Production Tax Credit | Preferred Content | Julijette | Ink Connection | BR Group | Manitoba Film & Music,Canada | Germany | United States of America,22000,112.0,Released,The Divide,5.7,197,Lauren German | Michael Biehn,2011,Xavier Gens,Darryn Welch
0,Drama | Horror | Romance,39563,Drama | Horror | Romance,en,9.342465,Unknown,Unknown,0,88.0,Released,The Eclipse,6.1,15,Ciarán Hinds | Aidan Quinn,2009,Conor McPherson,
3000000,Thriller | Horror,234212,Thriller | Horror,en,12.564554,Icon Entertainment International | Dimension Films | First Point Entertainment | IM Global,United Kingdom | United States of America,3387000,83.0,Released,Demonic,4.9,148,Maria Bello | Frank Grillo,2015,Will Canon,Bob Weinstein
0,Drama,71866,Drama,en,2.015525,Tax Credit Finance,United States of America,0,96.0,Released,Tanner Hall,5.4,32,Rooney Mara | Georgia King,2009,Francesca Gregorini,Francesca Gregorini
3000000,Action | Drama | Thriller,192210,Action | Drama | Thriller,en,2.680629,Society Entertainment | BB Film Productions | Marcio Garcia Producoes,Brazil | United States of America,0,85.0,Released,Open Road,5.2,18,Camilla Belle | Andy García,2013,Márcio Garcia,
0,Comedy,180296,Comedy,en,12.036888,Lionsgate,United States of America,0,84.0,Released,They Came Together,5.3,171,Paul Rudd | Amy Poehler,2014,David Wain,David Wain
3000000,Drama | Action,70006,Drama | Action,en,9.249229,Unknown,United States of America,0,90.0,Released,Never Back Down 2: The Beatdown,5.8,136,Stacey Asaro | Gralen Bryant Banks,2011,Michael Jai White,
2500000,Action | Crime | Drama | Thriller,26039,Action | Crime | Drama | Thriller,en,5.164423,Metro-Goldwyn-Mayer (MGM) | Winkler Films,United States of America,3200000,92.0,Released,Point Blank,7.1,95,Lee Marvin | Angie Dickinson,1967,John Boorman,Irwin Winkler
0,Thriller,176077,Thriller,en,1.998826,Cimarron Productions | Vedette Finance,United States of America,0,88.0,Released,Enter the Dangerous Mind,4.8,14,Jake Hoffman | Nikki Reed,2013,Youssef Delara,
3000000,Mystery | Thriller,260947,Mystery | Thriller,en,1.968679,Merchant Films,United States of America,0,95.0,Released,Something Wicked,4.6,16,Shantel VanSanten | John Robinson,2014,Darin Scott,Scott Chambers
0,Unknown,191229,Unknown,en,0.214704,Unknown,Unknown,0,88.0,Released,Iguana,6.0,1,Everett McGill | Fabio Testi,1988,Monte Hellman,
3200000,Action | Crime | Thriller,43213,Action | Crime | Thriller,en,1.034844,Chicago Overcoat Productions | Beverly Ridge Pictures,United States of America,0,95.0,Released,Chicago Overcoat,6.1,5,Frank Vincent | Kathrine Narducci,2009,Brian Caunter,
0,Comedy | Drama | Romance,44594,Comedy | Drama | Romance,en,1.975941,Prospect Pictures | Corner Store Entertainment | Far Hills Pictures | Stick 'N' Stone Productions,United States of America,0,95.0,Released,Barry Munday,6.3,22,Patrick Wilson | Malcolm McDowell,2010,Chris D'Arienzo,Eric Kopeloff
2900000,Drama,666,Drama,pt,5.928937,MACT Productions | Videofilms | Riofilm,Brazil,5596708,113.0,Released,Central Station,7.6,126,Fernanda Montenegro | Marília Pêra,1998,Walter Salles,Robert Redford
2900000,Comedy | Drama,248,Comedy | Drama,en,3.370225,Franton Production,United States of America,5000000,136.0,Released,Pocketful of Miracles,7.3,25,Glenn Ford | Bette Davis,1961,Frank Capra,Frank Capra
0,Crime | Action,325173,Crime | Action,en,5.485217,Bleiberg Entertainment | Compound B | Underdogg Entertainment | Entropy,United States of America,0,80.0,Released,Close Range,4.9,54,Scott Adkins | Nick Chinlund,2015,Isaac Florentine,Ehud Bleiberg
0,Comedy | Drama | Romance,55831,Comedy | Drama | Romance,en,0.18887,Unknown,Unknown,0,105.0,Released,Boynton Beach Club,6.8,3,Brenda Vaccaro | Dyan Cannon,2005,,
3000000,Thriller | Mystery | Drama | Horror,351043,Thriller | Mystery | Drama | Horror,en,3.077885,Infra-Red Pictures,United States of America,0,90.0,Released,Amnesiac,4.1,52,Kate Bosworth | Wes Bentley,2015,Michael Polish,
3000000,Documentary,43942,Documentary,en,1.781462,Chad Troutwine Films | Green Film Company | Human Worldwide | Loki Films,United States of America,103735,93.0,Released,Freakonomics,6.6,36,Zoe Sloane | Jade Viggiano,2010,Heidi Ewing,Rafi Chaudry
0,Horror | Thriller | Mystery,10226,Horror | Thriller | Mystery,fr,4.952983,Alexandre Films | EuropaCorp,France,0,91.0,Released,High Tension,6.6,271,Cécile de France | Maïwenn,2003,Alexandre Aja,Robert Benmussa
2902660,Romance | Comedy | Drama,66942,Romance | Comedy | Drama,en,1.35088,Screen Australia,Australia,0,93.0,Released,Griff the Invisible,6.1,34,Ryan Kwanten | Maeve Dermody,2011,Leon Ford,
0,Thriller | Action | Horror,356483,Thriller | Action | Horror,en,0.687656,August Heart Entertainment,United States of America,0,89.0,Released,Unnatural,4.3,12,James Remar | Sherilyn Fenn,2015,Hank Braxtan,
8000000,Drama,10476,Drama,en,6.39503,MTV Films,United States of America,23563727,116.0,Released,Hustle & Flow,6.9,99,Terrence Howard | Anthony Anderson,2005,Craig Brewer,John Singleton
2883848,Comedy | Romance,239,Comedy | Romance,en,39.30982,The Mirisch Corporation | Ashton Productions,United States of America,25000000,122.0,Released,Some Like It Hot,8.0,808,Marilyn Monroe | Tony Curtis,1959,Billy Wilder,Billy Wilder
2800000,Horror | Thriller,10281,Horror | Thriller,en,9.070842,Paramount Pictures,United States of America,19170001,88.0,Released,Friday the 13th Part VII: The New Blood,5.3,192,Kane Hodder | Lar Park Lincoln,1988,John Carl Buechler,Frank Mancuso Jr.
2800000,Comedy | Science Fiction,3034,Comedy | Science Fiction,en,36.444894,Twentieth Century Fox Film Corporation | Crossbow Productions | Gruskoff/Venture Films | Jouer Limited,United States of America,86273333,106.0,Released,Young Frankenstein,7.7,854,Gene Wilder | Peter Boyle,1974,Mel Brooks,Michael Gruskoff
2000000,Horror | Action | Science Fiction,13025,Horror | Action | Science Fiction,en,15.351412,Artfire Films,United States of America,5364858,95.0,Released,Diary of the Dead,5.4,190,Michelle Morgan | Joshua Close,2007,George A. Romero,
0,Comedy | Drama | Romance,21461,Comedy | Drama | Romance,en,2.436019,Unknown,India,0,144.0,Released,Lage Raho Munna Bhai,7.6,44,Sanjay Dutt | Arshad Warsi,2006,Rajkumar Hirani,Vidhu Vinod Chopra
0,Drama,55306,Drama,en,0.93392,Clinica Estetico | Nunez-Gowan,United States of America,0,112.0,Released,Ulee's Gold,6.5,19,Peter Fonda | Patricia Richardson,1997,Victor Nunez,John Sloss
2700000,Adventure | Family,17264,Adventure | Family,en,11.35972,United Artists,United States of America,37799643,118.0,Released,The Black Stallion,7.0,59,Kelly Reno | Mickey Rooney,1979,Carroll Ballard,Francis Ford Coppola
0,Action | Adventure | Animation | Comedy | Science Fiction,16016,Action | Adventure | Animation | Comedy | Science Fiction,en,1.776624,Nordisk Film | A. Film | ntc,Denmark,0,90.0,Released,Journey to Saturn,4.9,10,Casper Christensen | Frank Hvam,2008,Kresten Vestbjerg Andersen,
2686000,Adventure | Comedy | Romance,15875,Adventure | Comedy | Romance,en,1.897263,Paramount Pictures,United States of America,6600000,109.0,Released,Donovan's Reef,6.0,30,John Wayne | Elizabeth Allen,1963,John Ford,John Ford
0,Comedy | Drama,5900,Comedy | Drama,nl,0.144031,Unknown,Netherlands,0,103.0,Released,The Dress,7.0,3,Henri Garcin | Ingeborg Elzevier,1996,Alex van Warmerdam,Ton Schippers
2627000,Drama | Romance | War,43306,Drama | Romance | War,en,0.531444,Metro-Goldwyn-Mayer (MGM),United States of America,5363000,120.0,Released,A Guy Named Joe,6.0,8,Spencer Tracy | Irene Dunne,1944,Victor Fleming,Everett Riskin
2600000,Western | Comedy,11072,Western | Comedy,en,22.793929,Crossbow Productions | Warner Bros.,United States of America,119500000,93.0,Released,Blazing Saddles,7.2,609,Cleavon Little | Gene Wilder,1974,Mel Brooks,Michael Hertzberg
2600000,Horror | Thriller,9730,Horror | Thriller,en,14.013414,"Paramount Pictures | Friday Four, Inc.",United States of America,32980880,91.0,Released,Friday the 13th: The Final Chapter,5.9,237,Kimberly Beck | Erich Anderson,1984,Joseph Zito,
2159280,Drama,209274,Drama,pl,13.265432,Danish Film Institute | Portobello Pictures | Eurimages | Canal+ Polska | Opus Film | Polski Instytut Sztuki Filmowej | Phoenix Film Investments | City of Lodz | Phoenix Film Poland,Denmark | France | Poland | United Kingdom,10700000,80.0,Released,Ida,7.1,260,Agata Trzebuchowska | Agata Kulesza,2013,Paweł Pawlikowski,Eric Abraham
0,Drama | Romance,26371,Drama | Romance,en,11.552247,Merchant Ivory Productions | Film Four International,United Kingdom,0,134.0,Released,Maurice,7.1,61,James Wilby | Hugh Grant,1987,James Ivory,Ismail Merchant
0,Comedy,14137,Comedy,en,1.73892,Identity Films | CKRush Entertainment,United States of America,0,86.0,Released,Beer League,5.3,22,Artie Lange | Ralph Macchio,2006,Frank Sebastiano,Artie Lange
2600000,Documentary,291,Documentary,en,0.895946,Unknown,France | United States of America,3166000,105.0,Released,Riding Giants,7.6,23,Jeff Clark | Darrick Doerner,2004,Stacy Peralta,Stacy Peralta
2600000,Science Fiction | Thriller,14139,Science Fiction | Thriller,es,19.02965,Arsénico Producciones | Zip Films | Fine Productions | Karbo Vantas Entertainment,Spain,553198,92.0,Released,Timecrimes,7.0,308,Karra Elejalde | Candela Fernández,2007,Nacho Vigalondo,Esteban Ibarretxe
0,Action | Adventure | Comedy | Drama | Foreign,33106,Action | Adventure | Comedy | Drama | Foreign,zh,0.406645,Unknown,China,0,99.0,Released,Silver Medalist,7.4,13,Huang Bo | Kong Jiu,2009,Ning Hao,
2600000,Horror | Thriller,8875,Horror | Thriller,en,3.687574,Ascendant Pictures | A-Mark Entertainment | Film Tiger | Rifkin-Eberts,United States of America,0,97.0,Released,Timber Falls,5.2,38,Josh Randall | Nick Searcy,2007,Tony Giglio,Kia Jam
2540800,Comedy | Music | Romance,872,Comedy | Music | Romance,en,36.556954,Metro-Goldwyn-Mayer (MGM),United States of America,7200000,103.0,Released,Singin' in the Rain,7.8,727,Gene Kelly | Donald O'Connor,1952,Stanley Donen,Arthur Freed
0,Documentary,72914,Documentary,en,0.545825,Unknown,United States of America | Australia,0,97.0,Released,"Fat, Sick & Nearly Dead",7.1,47,Joe Cross | Phil Riverstone,2010,Joe Cross,
2500000,Comedy | Horror,139038,Comedy | Horror,en,18.661541,Endgame Entertainment | Wayans Bros. Entertainment | IM Global | Open Road Films,United States of America,60141683,86.0,Released,A Haunted House,5.4,516,Marlon Wayans | Essence Atkins,2013,Michael Tiddes,Marlon Wayans
2500000,Documentary,126509,Documentary,en,0.973582,Unknown,United States of America,33400000,87.0,Released,2016: Obama's America,4.6,19,,2012,John Sullivan,Gerald R. Molen
0,Comedy | Drama,9591,Comedy | Drama,en,14.885388,Twentieth Century Fox Film Corporation | Clinica Estetico | Clavius Base,United States of America,34585416,108.0,Released,That Thing You Do!,6.8,225,Tom Everett Scott | Johnathon Schaech,1996,Tom Hanks,Jonathan Demme
2500000,Horror | Mystery | Science Fiction,10676,Horror | Mystery | Science Fiction,en,12.030456,Universal Pictures,United States of America,14400000,98.0,Released,Halloween III: Season of the Witch,5.0,229,Tom Atkins | Stacey Nelkin,1982,Tommy Lee Wallace,Debra Hill
2500000,Action | Science Fiction,1687,Action | Science Fiction,en,18.30961,Twentieth Century Fox Film Corporation | APJAC Productions,United States of America,12348905,98.0,Released,Escape from the Planet of the Apes,6.3,264,Roddy McDowall | Kim Hunter,1971,Don Taylor,Arthur P. Jacobs
2500000,Action | Drama | Western,24748,Action | Drama | Western,en,6.82919,Paramount Pictures,United States of America,10000000,112.0,Released,Hud,7.5,66,Paul Newman | Melvyn Douglas,1963,Martin Ritt,Martin Ritt
0,Comedy | Documentary,181330,Comedy | Documentary,en,9.799357,Hartbeat Productions,United States of America,32230907,74.0,Released,Kevin Hart: Let Me Explain,7.1,95,Kevin Hart | David Terrell,2013,Leslie Small,Kevin Hart
2500000,Drama | Romance,468,Drama | Romance,en,10.363642,Fine Line Features,United States of America,0,104.0,Released,My Own Private Idaho,7.1,212,River Phoenix | Keanu Reeves,1991,Gus Van Sant,Laurie Parker
2500000,Comedy | Drama | Romance,401,Comedy | Drama | Romance,en,30.583959,Fox Searchlight Pictures | Double Feature Films | Jersey Films | Camelot Pictures | Large's Ark Productions,United States of America,26781723,102.0,Released,Garden State,7.1,618,Zach Braff | Natalie Portman,2004,Zach Braff,Danny DeVito
2500000,Drama | Romance,76,Drama | Romance,en,23.672571,Detour Film Production,Austria | Switzerland | United States of America,5535405,105.0,Released,Before Sunrise,7.7,959,Ethan Hawke | Julie Delpy,1995,Richard Linklater,Anne Walker-McBay
0,Horror | Mystery | Thriller,50538,Horror | Mystery | Thriller,fr,0.205034,Go Films,Canada,0,100.0,Released,Evil Words,6.9,8,Patrick Huard | Michel Côté,2003,Éric Tessier,
0,Comedy | Drama | Romance,25636,Comedy | Drama | Romance,en,5.581743,Evenstar Films,Canada | United States of America,0,107.0,Released,Jesus' Son,6.7,22,Billy Crudup | Denis Leary,1999,Alison Maclean,
0,Comedy | Romance,19316,Comedy | Romance,en,2.487255,Unknown,United States of America,0,91.0,Released,Saving Face,6.8,32,Michelle Krusiec | Joan Chen,2004,Alice Wu,Will Smith
0,Drama,21074,Drama,en,0.262135,Ingenious Film Partners | Ruby Films | Film4,United Kingdom | India,0,102.0,Released,Brick Lane,5.2,15,Tannishtha Chatterjee | Satish Kaushik,2007,Sarah Gavron,
2500000,Science Fiction | Comedy | Drama | Crime,84329,Science Fiction | Comedy | Drama | Crime,en,23.419061,Samuel Goldwyn Films | Stage 6 Films | Park Pictures | TBB | Dog Run Pictures | White Hat,United States of America,3325038,85.0,Released,Robot & Frank,6.8,450,Frank Langella | Liv Tyler,2012,Jake Schreier,Lance Acord
0,Drama | Romance,20,Drama | Romance,en,7.958831,El Deseo | Milestone Productions,Canada | Spain,9726954,106.0,Released,My Life Without Me,7.2,77,Sarah Polley | Amanda Plummer,2003,Isabel Coixet,Esther García
2500000,Comedy | Drama | Romance,157386,Comedy | Drama | Romance,en,25.722747,21 Laps Entertainment | Andrew Lauren Productions (ALP) | Global Produce | A24,United States of America,6854611,95.0,Released,The Spectacular Now,6.8,1048,Miles Teller | Shailene Woodley,2013,James Ponsoldt,Shawn Levy
0,Comedy | Documentary,13007,Comedy | Documentary,en,9.774126,Lions Gate Films,United States of America,0,101.0,Released,Religulous,7.2,197,Bill Maher | Jose Luis De Jesus Miranda,2008,Larry Charles,
0,Documentary | Drama,13518,Documentary | Drama,en,0.197469,Unknown,United States of America,0,90.0,Released,Fuel,7.0,3,Joshua Tickell | Barbara Boxer,2008,Joshua Tickell,
0,Drama,116584,Drama,en,0.142255,Unknown,Unknown,0,100.0,Released,Valley of the Heart's Delight,7.0,1,Pete Postlethwaite | Gabriel Mann,2006,Tim Boxell,
